route_id,route_name,bus_id,route_length_km,total_seats,ticket_price_inr,fuel_cost_per_km_inr,avg_occupancy_seats,occupancy_pct,annual_km,annual_revenue_inr,annual_fuel_cost_inr,annual_driver_salary_inr,annual_conductor_salary_inr,annual_maintenance_inr,annual_misc_inr,annual_depreciation_inr,annual_operating_cost_inr,annual_total_cost_inr,contribution_margin_inr,net_profit_loss_inr,monthly_revenue_inr,monthly_cost_inr,monthly_net_inr,be_occupancy_seats,be_occupancy_pct,be_trips_per_day,gap_seats,revenue_shortfall_inr,book_value_inr,lease_annual_inr,ppp_annual_share_inr,scrap_value_inr,recoverable_value_inr,revenue_per_km_inr,cost_per_km_inr
R001,Dharashiv - Tuljapur Temple Circuit,BUS001,215,17,1450,90,28,164.70588235294116,154800,29232000,13932000,216000,168000,96000,36000,137968.93333333332,14448000,14585968.933333334,14784000,14646031.066666666,2436000.0,1215497.411111111,1220502.588888889,13.971234610472541,82.18373300277966,0.9979453293194672,14.028765389527459,0.0,2631565.066666667,10231200.0,7308000.0,595000.0,2631565.066666667,188.8372093023256,94.22460551248923
R002,Dharashiv - Osmanabad - Naldurg Fort Circuit,BUS002,216,17,1450,90,24,141.1764705882353,155520,25056000,13996800,216000,168000,96000,36000,137968.93333333332,14512800,14650768.933333334,10543200,10405231.066666666,2088000.0,1220897.411111111,867102.5888888888,14.033303575989784,82.54884456464579,1.1694419646658152,9.966696424010216,0.0,2631565.066666667,8769600.0,6264000.0,595000.0,2631565.066666667,161.11111111111111,94.20504715363512
